OriginClass,TargetClass,Dependency
org.codehaus.plexus.util.SweeperPool$Sweeper,org.codehaus.plexus.util.SweeperPool$Sweeper,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.SweeperPool$Sweeper,org.codehaus.plexus.util.SweeperPool,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,org.codehaus.plexus.util.ReaderFactory,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,org.codehaus.plexus.util.xml.pull.XmlPullParserException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,org.codehaus.plexus.util.xml.pull.MXParser,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,org.codehaus.plexus.util.xml.Xpp3DomBuilder,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,org.codehaus.plexus.util.xml.pull.EntityReplacementMap,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,org.codehaus.plexus.util.xml.pull.XmlPullParser,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.graph.DefaultGraphBuilder,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.graph.DefaultGraphBuilder,org.codehaus.plexus.util.dag.CycleDetectedException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.io.InputStreamFacade,org.codehaus.plexus.util.io.InputStreamFacade,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.XmlUtil,org.codehaus.plexus.util.xml.pull.MXParser,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.XmlUtil,org.codehaus.plexus.util.IOUtil,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.XmlUtil,org.codehaus.plexus.util.ReaderFactory,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.XmlUtil,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.XmlUtil,org.codehaus.plexus.util.xml.pull.XmlPullParser,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.XmlUtil,org.codehaus.plexus.util.xml.pull.XmlPullParserException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.XmlUtil,org.codehaus.plexus.util.xml.XmlUtil,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.XmlUtil,org.codehaus.plexus.util.xml.PrettyPrintXMLWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.project.DefaultProjectDependenciesResolver$GraphLogger,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.artifact.DefaultArtifact,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.introspection.ClassMap$1,org.codehaus.plexus.util.introspection.ClassMap$1,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.introspection.ClassMap$1,org.codehaus.plexus.util.introspection.ClassMap,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.component.builder.XBeanComponentBuilder,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.io.xpp3.SettingsXpp3Writer,org.codehaus.plexus.util.xml.pull.MXSerializer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.io.xpp3.SettingsXpp3Writer,org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.io.xpp3.SettingsXpp3Writer,org.codehaus.plexus.util.xml.pull.XmlSerializer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.configuration.PlexusComponentDescriptorMerger,org.codehaus.plexus.util.xml.pull.XmlPullParserException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.configuration.PlexusComponentDescriptorMerger,org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.configuration.PlexusComponentDescriptorMerger,org.codehaus.plexus.util.xml.Xpp3DomBuilder,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.wagon.AbstractWagon,org.codehaus.plexus.util.IOUtil,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.toolchain.merge.MavenToolchainMerger,org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.SelectorUtils,org.codehaus.plexus.util.MatchPattern,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.SelectorUtils,org.codehaus.plexus.util.SelectorUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.project.artifact.ProjectArtifactMetadata,org.codehaus.plexus.util.FileUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.shared.invoker.DefaultInvoker,org.codehaus.plexus.util.cli.CommandLineException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.shared.invoker.DefaultInvoker,org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.shared.invoker.DefaultInvoker,org.codehaus.plexus.util.cli.Commandline,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.plugin.internal.DefaultPluginDependenciesResolver$GraphLogger,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.plugin.descriptor.PluginDescriptor,org.codehaus.plexus.util.ReaderFactory,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.plugin.descriptor.PluginDescriptor,org.codehaus.plexus.util.xml.pull.XmlPullParserException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.FileUtils$FilterWrapper,org.codehaus.plexus.util.FileUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.FileUtils$FilterWrapper,org.codehaus.plexus.util.FileUtils$FilterWrapper,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.lifecycle.internal.DefaultLifecycleTaskSegmentCalculator,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.lifecycle.internal.DefaultMojoExecutionConfigurator,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.lifecycle.internal.DefaultMojoExecutionConfigurator,org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.project.DefaultProjectDependenciesResolver,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.SweeperPool,org.codehaus.plexus.util.SweeperPool,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.SweeperPool,org.codehaus.plexus.util.SweeperPool$Sweeper,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.shared.test.plugin.PluginTestTool,org.codehaus.plexus.util.FileUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.shared.test.plugin.ComponentTestTool$1,org.codehaus.plexus.util.FileUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.DirectoryScanner,org.codehaus.plexus.util.MatchPattern,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.DirectoryScanner,org.codehaus.plexus.util.AbstractScanner,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.DirectoryScanner,org.codehaus.plexus.util.Java7Detector,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.DirectoryScanner,org.codehaus.plexus.util.NioFiles,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.DirectoryScanner,org.codehaus.plexus.util.DirectoryScanner,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.io.DefaultSettingsWriter,org.codehaus.plexus.util.WriterFactory,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.MavenSettingsBuilder,org.codehaus.plexus.util.xml.pull.XmlPullParserException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.SerializerXMLWriter,org.codehaus.plexus.util.xml.SerializerXMLWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.SerializerXMLWriter,org.codehaus.plexus.util.xml.XMLWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.SerializerXMLWriter,org.codehaus.plexus.util.xml.pull.XmlSerializer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.repository.internal.DefaultVersionResolver,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.project.DefaultProjectBuilder,org.codehaus.plexus.util.Os,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.project.DefaultProjectBuilder,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.StringInputStream,org.codehaus.plexus.util.StringInputStream,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.validation.DefaultSettingsValidator,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.merge.MavenSettingsMerger,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.model.merge.ModelMerger,org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.component.composition.DefaultCompositionResolver,org.codehaus.plexus.util.dag.DAG,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.component.composition.DefaultCompositionResolver,org.codehaus.plexus.util.dag.CycleDetectedException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus.util.xml.Xpp3DomWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus.util.xml.pull.XmlSerializer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus.util.xml.XMLWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus.util.xml.SerializerXMLWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus.util.xml.PrettyPrintXMLWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.model.profile.activation.FileProfileActivator,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.introspection.ReflectionValueExtractor,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.introspection.ReflectionValueExtractor,org.codehaus.plexus.util.introspection.ReflectionValueExtractor$Tokenizer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.introspection.ReflectionValueExtractor,org.codehaus.plexus.util.introspection.ReflectionValueExtractor,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.introspection.ReflectionValueExtractor,org.codehaus.plexus.util.introspection.ClassMap,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.component.configurator.converters.AbstractConfigurationConverter,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.execution.ReactorManager,org.codehaus.plexus.util.dag.CycleDetectedException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.InterpolationFilterReader,org.codehaus.plexus.util.InterpolationFilterReader,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.reflection.ReflectorException,org.codehaus.plexus.util.reflection.ReflectorException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.cli.CommandLineException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.cli.CommandLineUtils$2,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.cli.CommandLineUtils$1,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.Os,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.cli.StreamConsumer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.cli.ShutdownHookUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.cli.CommandLineCallable,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.cli.Commandline,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.cli.StreamPumper,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.cli.CommandLineUtils$StringStreamConsumer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus.util.cli.StreamFeeder,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.FastMap$KeySet,org.codehaus.plexus.util.FastMap$KeySet,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.FastMap$KeySet,org.codehaus.plexus.util.FastMap,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.FastMap$KeySet,org.codehaus.plexus.util.FastMap$KeySet$1,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.FastMap$KeySet,org.codehaus.plexus.util.FastMap$1,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.dag.CycleDetector,org.codehaus.plexus.util.dag.DAG,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.dag.CycleDetector,org.codehaus.plexus.util.dag.CycleDetector,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.dag.CycleDetector,org.codehaus.plexus.util.dag.Vertex,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.Server,org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.shared.test.plugin.ComponentTestTool,org.codehaus.plexus.util.FileUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.configuration.DefaultBeanConfigurationRequest,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.introspection.MethodMap,org.codehaus.plexus.util.introspection.MethodMap$AmbiguousException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.introspection.MethodMap,org.codehaus.plexus.util.introspection.MethodMap,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.model.ModelBase,org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.EnhancedStringTokenizer,org.codehaus.plexus.util.cli.EnhancedStringTokenizer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.DirectoryWalker$DirStackEntry,org.codehaus.plexus.util.DirectoryWalker$DirStackEntry,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.DirectoryWalker$DirStackEntry,org.codehaus.plexus.util.DirectoryWalker,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils$StringStreamConsumer,org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils$StringStreamConsumer,org.codehaus.plexus.util.cli.StreamConsumer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineUtils$StringStreamConsumer,org.codehaus.plexus.util.cli.CommandLineUtils$StringStreamConsumer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.Xpp3DomWriter,org.codehaus.plexus.util.xml.XMLWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.Xpp3DomWriter,org.codehaus.plexus.util.xml.PrettyPrintXMLWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.Xpp3DomWriter,org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.Xpp3DomWriter,org.codehaus.plexus.util.xml.Xpp3DomWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.lifecycle.internal.MojoExecutor,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.profiles.DefaultMavenProfilesBuilder,org.codehaus.plexus.util.IOUtil,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.profiles.DefaultMavenProfilesBuilder,org.codehaus.plexus.util.ReaderFactory,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.profiles.DefaultMavenProfilesBuilder,org.codehaus.plexus.util.xml.pull.XmlPullParserException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.Arg,org.codehaus.plexus.util.cli.Arg,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.eclipse.sisu.plexus.PlexusAnnotatedMetadata,org.codehaus.plexus.util.InterpolationFilterReader,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.eclipse.sisu.plexus.PlexusAnnotatedMetadata,org.codehaus.plexus.util.IOUtil,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.project.DefaultMavenProjectBuilder,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.ProjectCycleException,org.codehaus.plexus.util.dag.CycleDetectedException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.CompactXMLWriter,org.codehaus.plexus.util.xml.PrettyPrintXMLWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.CompactXMLWriter,org.codehaus.plexus.util.xml.CompactXMLWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.MatchPatterns,org.codehaus.plexus.util.MatchPattern,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.MatchPatterns,org.codehaus.plexus.util.MatchPatterns,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.CommandLineException,org.codehaus.plexus.util.cli.CommandLineException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.PropertyUtils,org.codehaus.plexus.util.PropertyUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.PropertyUtils,org.codehaus.plexus.util.IOUtil,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.ExceptionUtils,org.codehaus.plexus.util.ExceptionUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.plugin.version.internal.DefaultPluginVersionResolver,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
com.soebes.itf.jupiter.extension.MavenITExtension,org.codehaus.plexus.util.xml.pull.XmlPullParserException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.plugin.PluginParameterException,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.artifact.manager.WagonManager,org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.introspection.ClassMap$MethodInfo,org.codehaus.plexus.util.introspection.ClassMap$MethodInfo,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.introspection.ClassMap$MethodInfo,org.codehaus.plexus.util.introspection.ClassMap,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.model.merge.MavenModelMerger,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.AbstractScanner,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.AbstractScanner,org.codehaus.plexus.util.Scanner,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.AbstractScanner,org.codehaus.plexus.util.SelectorUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.AbstractScanner,org.codehaus.plexus.util.AbstractScanner,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.AbstractScanner,org.codehaus.plexus.util.MatchPatterns,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.profiles.activation.SystemPropertyProfileActivator,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.LineOrientedInterpolatingReader,org.codehaus.plexus.util.reflection.Reflector,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.LineOrientedInterpolatingReader,org.codehaus.plexus.util.reflection.ReflectorException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.LineOrientedInterpolatingReader,org.codehaus.plexus.util.LineOrientedInterpolatingReader,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.classrealm.DefaultClassRealmManager,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.Commandline$Argument,org.codehaus.plexus.util.cli.Commandline,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.Commandline$Argument,org.codehaus.plexus.util.cli.CommandLineUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.Commandline$Argument,org.codehaus.plexus.util.cli.Commandline$Argument,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.Commandline$Argument,org.codehaus.plexus.util.cli.Arg,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.StreamPumper,org.codehaus.plexus.util.cli.StreamPumper,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.StreamPumper,org.codehaus.plexus.util.cli.AbstractStreamHandler,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.cli.StreamPumper,org.codehaus.plexus.util.cli.StreamConsumer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.model.Plugin,org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,org.codehaus.plexus.util.xml.pull.MXParser,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,org.codehaus.plexus.util.ReaderFactory,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,org.codehaus.plexus.util.xml.pull.XmlPullParserException,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,org.codehaus.plexus.util.xml.Xpp3DomBuilder,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,org.codehaus.plexus.util.xml.pull.EntityReplacementMap,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,org.codehaus.plexus.util.xml.pull.XmlPullParser,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.CachedMap,org.codehaus.plexus.util.FastMap,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.CachedMap,org.codehaus.plexus.util.CachedMap,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.model.io.xpp3.MavenXpp3WriterEx,org.codehaus.plexus.util.xml.pull.MXSerializer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.model.io.xpp3.MavenXpp3WriterEx,org.codehaus.plexus.util.xml.Xpp3Dom,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.apache.maven.model.io.xpp3.MavenXpp3WriterEx,org.codehaus.plexus.util.xml.pull.XmlSerializer,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.PrettyPrintXMLWriter,org.codehaus.plexus.util.xml.XMLWriter,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
org.codehaus.plexus.util.xml.PrettyPrintXMLWriter,org.codehaus.plexus.util.StringUtils,org.codehaus.plexus:plexus-utils:jar:3.3.0:compile
